"id","table_no","template_id","row_no","water_material","add_fee","line_item","group_text","start_position","end_position","field_data","coordinates","ocr_selected_text"
602,4,111,20,0,0,0,0,0,0,"CONTAINER SERVICE && 2449 S. 6755 W., Suite E, West Valley- Relocated container from door 20 to Door 22 && 1 && $75.00*","<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
0.4014,9.0039,1.8403,-0.4618  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  2.2417,9.0198,4.2303,-0.4539  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  6.472,9.0198,0.7090,-0.4539  ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  7.181,9.0198,0.9002,-0.4539,,,",""
603,1,112,1,0,0,0,0,0,0,"Ritter Transport, Inc. P.O. BOX 30217 && Load # && 12582959","0.4862|1.7567|3.1076|-0.2795 && 3.5938|1.7723|2.9368|-0.2639 && 6.5306|1.7723|1.5383|-0.2639",""
604,1,112,2,0,0,0,0,0,0,"Phoenix AZ 85046 && Terms && Net 30","0.4862|2.0362|3.1076|-0.1242 && 3.5938|2.0362|2.9368|-0.1319 && 6.5306|2.0362|1.5383|-0.1319",""
605,1,112,3,0,0,0,0,0,0,"United States Bill To && Due Date PO # && 5/8/2024","0.4862|2.1604|3.1076|-0.3105 && 3.5938|2.1604|2.9368|-0.3027 && 6.5306|2.1681|1.5383|-0.2950",""
606,1,112,4,0,0,0,0,0,0,"UCBZeroWaste Accounts Payables && Start Date && 3/30/2024","0.4862|2.4786|3.1076|-0.1398 && 3.5938|2.4709|2.9368|-0.1475 && 6.5306|2.4631|1.5383|-0.1553",""
607,1,112,5,0,0,0,0,0,0,"UCBZeroWaste, LLC && End Date && 4/2/2024","0.4862|2.6416|3.1076|-0.1242 && 3.5938|2.6184|2.9368|-0.1474 && 6.5306|2.6184|1.5383|-0.1474",""
608,1,112,6,0,0,0,0,0,0,"4032 Wilshire Blvd, Ste. 402 Los Angeles 90010 &&  && ","0.4862|2.7736|3.1076|-0.2562 && 3.5938|2.7658|2.9368|-0.4037 && 6.5306|2.7658|1.5383|-0.2562",""
609,1,112,7,0,0,0,0,0,0,"United States && ","0.4862|3.0375|3.1076|-0.1398 && 6.5306|3.022|1.5383|-0.1475",""
610,2,112,1,0,1,1,0,1,15,"RTI - Flat Rate P/U MCCORMICK-SPARROWS POINT, MD 21219 && 1 && $650.00 && $650.00","0.473|5.2093|3.8851|-0.2225 && 4.3581|5.2093|1.2256|-0.2225 && 5.5837|5.2093|1.4492|-0.2225 && 7.0329|5.2093|0.9790|-0.2225","RTI - Flat Rate"
611,1,113,1,0,0,0,0,0,0," && Previous Balance &&  && $ 1,970.66","<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
0.3609,2.6638,0.6998,-0.3337  ,,, ,,, ,,, ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
 <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
 <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
 <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  1.0607,2.6638,2.1402,-0.3337  ,,, ,,, ,,, ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
 <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
 <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
 <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  3.2009,2.6638,2.8726,-0.3337  ,,, ,,, ,,, ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
 <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
 <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
 <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  6.0735,2.6638,2.0832,-0.3337,,,,,,,,,,,,",""
612,1,113,2,0,0,0,0,0,0,"04/02/24 && Online Payment-Cc && 2404012112883 && $ 1,970.66-","<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
0.3609,2.9975,0.6998,-0.1953  ,,, ,,, ,,, ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
 <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
 <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
 <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  1.0607,2.9975,2.1483,-0.1953  ,,, ,,, ,,, ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
 <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
 <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
 <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  3.209,2.9975,2.8645,-0.1953  ,,, ,,, ,,, ,,, && <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
 <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
 <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
 <br />
<b>Notice</b>:  Undefined offset: 1 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 2 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
<br />
<b>Notice</b>:  Undefined offset: 3 in <b>/home/usedcardboardbox/public_html/ucbloop/water_invoice_ocr_mapping_form_tool.php</b> on line <b>745</b><br />
  6.0735,2.9975,2.0832,-0.1953,,,,,,,,,,,,",""
